,CicloLectivoDesCorta,IdAlumno,Anio,Genero,FechaNacimiento,Distrito,Provincia,Departamento,FamiliarResponsable,AnioNacimiento,CantParcialesDesaprobados,CantFinalesDesaprobados,ExcedeNotasDesaprobadasNoParcNoFin,ExcedeMitadCursosDesaprobados,ProgramaAlu,Colegio,TipoColegio,CantArmadas,CantArmadasRetraso7dias,ExcedePagosAtrasados,Desercion,Edad,GrupoEdad
589,2023-2,100137711,2023,F,2005-03-13,SAN ANTONIO,HUAROCHIRÍ ,LIMA,Apoderado,2005.0,9,3,SI,NO,Medic Veterinaria y Zootecnia,SANTO DOMINGO - HUAROCHIRI,PUBL,4.0,1.0,0.0,0,18.0,MenosDe18
590,2023-2,100137717,2023,F,2000-08-24,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,2000.0,0,0,SI,NO,Obstetricia,5074 ALCIDES SPELUCIN VEGA - C,PUBL,5.0,1.0,0.0,0,23.0,Entre18y25
591,2023-2,100137719,2023,M,2002-08-18,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,2002.0,0,0,NO,NO,Arquitectura y Urb Ambiental,LA ALBORADA - VMT,PRIV,5.0,0.0,0.0,0,21.0,Entre18y25
592,2023-2,100137724,2023,F,2005-10-22,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,2005.0,3,0,NO,NO,Obstetricia,Cientifico Nikola Tesla,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
593,2023-2,100137728,2023,F,1999-02-06,CHORRILLOS,LIMA ,LIMA,Alumno,1999.0,9,12,SI,NO,Psicología,SAN ALFONSO MARIA - CHORRILLOS,PRIV,1.0,0.0,0.0,0,24.0,Entre18y25
594,2023-2,100137729,2023,F,2004-02-20,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,2004.0,9,6,NO,NO,Estomatología,Manuel Ramirez Barinaga - Mari,PRIV,5.0,1.0,0.0,0,19.0,Entre18y25
595,2023-2,100137730,2023,M,2006-02-19,ATE,LIMA ,LIMA,Padre,2006.0,12,9,NO,NO,Estomatología,IE 1233 MANUEL FERNANDO CABREL,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
596,2023-2,100137734,2023,F,2005-10-20,LOS OLIVOS,LIMA ,LIMA,Padre,2005.0,3,3,NO,NO,Adm. Negocios Internacionales,Innova School - Los Olivos,PRIV,5.0,4.0,1.0,0,18.0,MenosDe18
597,2023-2,100137736,2023,M,2004-02-25,PUENTE PIEDRA,LIMA ,LIMA,Alumno,2004.0,18,18,SI,SI,Enfermería,Trilce Los Olivos,PRIV,1.0,0.0,0.0,0,19.0,Entre18y25
598,2023-2,100137737,2023,M,2005-03-17,CAJAMARCA,CAJAMARCA,CAJAMARCA,Apoderado,2005.0,3,3,NO,NO,Estomatología,CAMBRIDGE COLLEGE,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
599,2023-2,100137738,2023,F,2005-06-05,ATE,LIMA ,LIMA,Madre,2005.0,6,3,SI,NO,Obstetricia,1264 JUAN A. VIVANCO AMORIN,PRIV,5.0,4.0,1.0,0,18.0,MenosDe18
600,2023-2,100137740,2023,M,2006-06-09,LOS OLIVOS,LIMA ,LIMA,Padre,2006.0,9,0,SI,NO,Psicología,BADEN POWELL,PRIV,5.0,3.0,1.0,0,17.0,MenosDe18
601,2023-2,100137746,2023,F,2005-11-25,LOS OLIVOS,LIMA ,LIMA,Madre,2005.0,0,0,NO,NO,Psicología,INNOVA SCHOOLS - LOS OLIVOS SA,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
602,2023-2,100137750,2023,M,2006-02-07,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Madre,2006.0,6,6,SI,NO,Ing. Empresarial y de Sistemas,6005 EMILIO SOYER - CHORRILLOS,PRIV,5.0,0.0,0.0,1,17.0,MenosDe18
603,2023-2,100137770,2023,M,2004-12-24,LOS OLIVOS,LIMA ,LIMA,Alumno,2004.0,9,3,SI,NO,Marketing y Administración,IE 2095 HERNAN BUSSE DE LA GUE,PRIV,1.0,1.0,1.0,1,19.0,Entre18y25
604,2023-2,100137771,2023,F,2004-02-16,ATE,LIMA ,LIMA,Alumno,2004.0,3,3,SI,NO,Farmacia y Bioquímica,DEUNI -LURIGANCHO,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
605,2023-2,100137779,2023,F,2004-04-10,CHORRILLOS,LIMA ,LIMA,Alumno,2004.0,0,2,NO,NO,Adm. Negocios Internacionales,LEONARD EULER CHORRILLOS,PRIV,2.0,1.0,1.0,1,19.0,Entre18y25
606,2023-2,100137786,2023,F,2005-12-31,ANCÓN,LIMA ,LIMA,Madre,2005.0,0,0,NO,NO,Farmacia y Bioquímica,3089 LOS ANGELES,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
607,2023-2,100137795,2023,F,2003-07-19,INDEPENDENCIA,LIMA ,LIMA,Alumno,2003.0,9,9,SI,NO,Enfermería,RAFAEL MARISCAL QUINTANILLA-IN,PRIV,5.0,0.0,0.0,0,20.0,Entre18y25
608,2023-2,100137797,2023,F,2002-10-07,PUENTE PIEDRA,LIMA ,LIMA,Alumno,2002.0,6,0,NO,NO,Medic Veterinaria y Zootecnia,SAGRADO CORAZON DE JESUS,PRIV,5.0,3.0,1.0,1,21.0,Entre18y25
609,2023-2,100137801,2023,F,2004-08-05,COMAS,LIMA ,LIMA,Alumno,2004.0,0,0,NO,NO,Estomatología,2022 SINCHI ROCA,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
610,2023-2,100137806,2023,F,2005-06-13,ATE,LIMA ,LIMA,Madre,2005.0,0,0,NO,NO,Derecho,1264 JUAN A. VIVANCO AMORIN,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
611,2023-2,100137824,2023,F,2006-02-28,SAN MARTÍN DE PORRES,LIMA ,LIMA,Padre,2006.0,18,18,SI,SI,Obstetricia,CESAR VALLEJO - SMP,PRIV,2.0,0.0,0.0,1,17.0,MenosDe18
612,2023-2,100137826,2023,F,2005-04-05,CHORRILLOS,LIMA ,LIMA,Apoderado,2005.0,3,0,SI,NO,Farmacia y Bioquímica,6005 EMILIO SOYER - CHORRILLOS,PRIV,5.0,2.0,0.0,0,18.0,MenosDe18
613,2023-2,100137828,2023,F,2002-06-25,CALCA,CALCA,CUSCO,Alumno,2002.0,0,0,NO,NO,Ingeniería Ambiental,NUESTRA SEÑORA DE BELEN,PRIV,5.0,3.0,1.0,1,21.0,Entre18y25
614,2023-2,100137830,2023,F,2006-06-22,LIMA,LIMA ,LIMA,Madre,2006.0,9,18,SI,NO,Obstetricia,5076 NUESTRA SEÑORA DE LAS ME,PUBL,1.0,1.0,1.0,1,17.0,MenosDe18
615,2023-2,100137832,2023,F,2006-01-23,SAN BARTOLO,LIMA ,LIMA,Madre,2006.0,2,2,NO,NO,Adm. Negocios Internacionales,SACO OLIVEROS - LURIIN,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
616,2023-2,100137848,2023,F,2005-08-20,SANTIAGO DE SURCO,LIMA ,LIMA,Madre,2005.0,6,3,SI,NO,Psicología,MERCEDES INDACOCHEA - BCO,PRIV,5.0,1.0,0.0,0,18.0,MenosDe18
617,2023-2,100137855,2023,F,2003-04-26,LA PUNTA,PROV. CONST. DEL CALLAO,CALLAO,Alumno,2003.0,9,18,SI,NO,Medic Veterinaria y Zootecnia,CLARA COGORNO DE COGORNO - LA,PRIV,2.0,0.0,0.0,1,20.0,Entre18y25
618,2023-2,100137877,2023,F,2006-02-26,CARABAYLLO,LIMA ,LIMA,Madre,2006.0,6,3,NO,NO,Psicología,CIENTIFICO DEL NORTE - COMAS,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
619,2023-2,100137882,2023,M,2004-05-18,CHORRILLOS,LIMA ,LIMA,Alumno,2004.0,3,6,SI,NO,Ingeniería Ambiental,PROLOG - CHORRILLOS,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
620,2023-2,100137894,2023,M,2003-07-09,CARABAYLLO,LIMA ,LIMA,Alumno,2003.0,0,0,NO,NO,Administracion de Empresas,NUESTRA SEÑORA DE MONSERRAT,PRIV,5.0,0.0,0.0,0,20.0,Entre18y25
621,2023-2,100137897,2023,F,2004-12-03,COMAS,LIMA ,LIMA,Alumno,2004.0,0,0,NO,NO,Administracion de Empresas,PAUL GROUSSAC DE COMAS,PRIV,5.0,3.0,1.0,0,19.0,Entre18y25
622,2023-2,100137900,2023,M,2004-12-07,ANCÓN,LIMA ,LIMA,Alumno,2004.0,9,12,SI,NO,Biología Marina,Santa Ana - SMP,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
623,2023-2,100137904,2023,M,2006-03-18,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,2006.0,0,3,SI,NO,Adm. Negocios Internacionales,JUAN GUERRERO QUIMPER-VMT,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
624,2023-2,100137907,2023,F,2005-11-03,BARRANCA,BARRANCA ,LIMA,Madre,2005.0,0,0,NO,NO,Farmacia y Bioquímica,San Ignacio de Loyola - Barran,PUBL,5.0,0.0,0.0,0,18.0,MenosDe18
625,2023-2,100137918,2023,F,2005-04-30,CARABAYLLO,LIMA ,LIMA,Apoderado,2005.0,9,9,SI,NO,Obstetricia,2078 NUESTRA SEÑORA DE LOURDES,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
626,2023-2,100137919,2023,F,2002-05-13,ANCÓN,LIMA ,LIMA,Alumno,2002.0,0,2,NO,NO,Medic Veterinaria y Zootecnia,NUESTRA SEÑORA DE MONTSERRAT,PRIV,5.0,0.0,0.0,0,21.0,Entre18y25
627,2023-2,100137923,2023,M,2005-02-22,CARABAYLLO,LIMA ,LIMA,Apoderado,2005.0,18,21,SI,SI,Derecho,JUAN PABLO PEREGRINO CARABAYLL,PRIV,2.0,1.0,1.0,1,18.0,MenosDe18
628,2023-2,100137938,2023,F,2004-08-01,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,2004.0,3,6,SI,NO,Estomatología,6005 EMILIO SOYER - CHORRILLOS,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
629,2023-2,100137967,2023,M,2004-04-30,LURIN,LIMA ,LIMA,Alumno,2004.0,6,6,SI,NO,Ing. Económica y de Negocios,VIRGEN DE COCHARCAS-LURIN,PRIV,4.0,3.0,1.0,0,19.0,Entre18y25
630,2023-2,100137973,2023,M,2001-10-29,ATE,LIMA ,LIMA,Alumno,2001.0,3,3,SI,NO,Enfermería,1251 PERUANO SUIZO - ATE,PRIV,5.0,0.0,0.0,0,22.0,Entre18y25
631,2023-2,100137974,2023,M,2005-11-22,AUCALLAMA,HUARAL ,LIMA,Madre,2005.0,9,6,SI,NO,Adm. Negocios Internacionales,MARIA REYNA,PRIV,4.0,1.0,0.0,1,18.0,MenosDe18
632,2023-2,100137979,2023,M,2006-01-21,PUENTE PIEDRA,LIMA ,LIMA,Madre,2006.0,9,6,SI,NO,Ing. Económica y de Negocios,NUESTRA SEÑORA DE MONSERRAT,PRIV,1.0,0.0,0.0,1,17.0,MenosDe18
633,2023-2,100138004,2023,F,2002-06-12,PUENTE PIEDRA,LIMA ,LIMA,Alumno,2002.0,18,21,SI,SI,Psicología,TECHNOLOGY SCHOOLS,PRIV,2.0,1.0,1.0,1,21.0,Entre18y25
634,2023-2,100138013,2023,F,2005-01-04,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Apoderado,2005.0,12,12,SI,NO,Farmacia y Bioquímica,JAVIER HERAUD,PRIV,5.0,4.0,1.0,1,18.0,MenosDe18
635,2023-2,100138014,2023,F,2005-10-10,COMAS,LIMA ,LIMA,Madre,2005.0,9,6,SI,NO,Obstetricia,IE MARIA Y JOSE DE LOS OLIVOS,PRIV,4.0,1.0,0.0,0,18.0,MenosDe18
636,2023-2,100138018,2023,F,2002-05-08,PUCUSANA,LIMA ,LIMA,Alumno,2002.0,3,3,SI,NO,Enfermería,Niño Jesús - Sjm,PRIV,5.0,3.0,1.0,0,21.0,Entre18y25
637,2023-2,100138019,2023,F,2006-01-24,ATE,LIMA ,LIMA,Madre,2006.0,9,0,SI,NO,Obstetricia,1244 MICAELA BASTIDAS,PRIV,1.0,0.0,0.0,0,17.0,MenosDe18
638,2023-2,100138037,2023,F,2005-11-11,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Padre,2005.0,12,15,SI,NO,Medic Veterinaria y Zootecnia,0162 SAN JOSE OBRERO - SJL,PRIV,4.0,0.0,0.0,1,18.0,MenosDe18
639,2023-2,100138040,2023,M,2006-04-15,INDEPENDENCIA,LIMA ,LIMA,Madre,2006.0,0,0,NO,NO,Ingeniería Ambiental,MIGUEL ANGEL - SMP,PRIV,5.0,1.0,0.0,0,17.0,MenosDe18
640,2023-2,100138042,2023,F,2005-05-28,CHORRILLOS,LIMA ,LIMA,Apoderado,2005.0,0,3,NO,NO,Derecho,Manuel Ramirez Barinaga - Mari,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
641,2023-2,100138043,2023,M,2003-04-06,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,2003.0,3,3,NO,NO,Enfermería,PATRON SANTIAGO DE YANACA,PRIV,5.0,0.0,0.0,0,20.0,Entre18y25
642,2023-2,100138051,2023,F,1989-06-19,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,1989.0,0,0,NO,NO,Artes Escénicas,IE LOS JAZMINES DEL NARANJAL,PRIV,5.0,0.0,0.0,0,34.0,Mayor25
643,2023-2,100138056,2023,F,2005-06-26,LURIN,LIMA ,LIMA,Madre,2005.0,3,3,SI,NO,Enfermería,IE 1233 MANUEL FERNANDO CABREL,PRIV,5.0,0.0,0.0,1,18.0,MenosDe18
644,2023-2,100138059,2023,M,2005-04-08,COMAS,LIMA ,LIMA,Apoderado,2005.0,12,18,SI,SI,Estomatología,2079 ANTONIO RAIMONDI,PRIV,5.0,1.0,0.0,0,18.0,MenosDe18
645,2023-2,100138063,2023,F,2005-11-17,CHORRILLOS,LIMA ,LIMA,Madre,2005.0,0,0,NO,NO,Derecho,TRILCE - CHORRILLOS,PRIV,5.0,1.0,0.0,0,18.0,MenosDe18
646,2023-2,100138087,2023,M,2005-01-20,CARAZ,HUAYLAS,ÁNCASH,Apoderado,2005.0,9,9,SI,NO,Nutrición y Dietética,DOS DE MAYO - CARAZ - HUAYLAS,PRIV,5.0,0.0,0.0,1,18.0,MenosDe18
647,2023-2,100138100,2023,M,2005-02-27,SANTA ANITA,LIMA ,LIMA,Apoderado,2005.0,6,3,NO,NO,Psicología,1025 MARIA PARADO DE BELLIDO,PRIV,5.0,2.0,0.0,0,18.0,MenosDe18
648,2023-2,100138135,2023,F,1995-05-04,COMAS,LIMA ,LIMA,Alumno,1995.0,0,0,NO,NO,Farmacia y Bioquímica,FE Y ALEGRIA #2-SMP,PRIV,5.0,0.0,0.0,0,28.0,Mayor25
649,2023-2,100138138,2023,M,1996-01-31,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,1996.0,6,3,SI,NO,Nutrición y Dietética,SAN JUAN - SAN JUAN DE MIRAFLO,PRIV,2.0,0.0,0.0,0,27.0,Mayor25
650,2023-2,100138142,2023,M,2005-06-02,LIMA,LIMA ,LIMA,Apoderado,2005.0,2,0,NO,NO,Arquitectura y Urb Ambiental,IE ISAAC NEWTON SCHOOL CHILCA,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
651,2023-2,100138143,2023,F,2003-04-04,LOS OLIVOS,LIMA ,LIMA,Alumno,2003.0,6,3,SI,NO,Enfermería,ARQUITECTOS SCHOOL - LOS OLIVO,PRIV,3.0,1.0,0.0,0,20.0,Entre18y25
652,2023-2,100138147,2023,F,2005-09-22,MIRAFLORES,LIMA ,LIMA,Padre,2005.0,6,3,NO,NO,Estomatología,COLEGIO DE CIENCIAS LORD KELVI,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
653,2023-2,100138151,2023,F,2005-09-06,CHORRILLOS,LIMA ,LIMA,Madre,2005.0,0,0,NO,NO,Adm. Negocios Internacionales,SACO OLIVEROS - BARRANCO,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
654,2023-2,100138153,2023,M,2005-09-10,COMAS,LIMA ,LIMA,Madre,2005.0,6,12,SI,SI,Ingeniería Civil,SEYMOUR BRUNER,PUBL,1.0,0.0,0.0,1,18.0,MenosDe18
655,2023-2,100138154,2023,M,2004-12-25,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Alumno,2004.0,6,0,SI,NO,Biología Marina,3710 SAGRADOS CORAZONES,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
656,2023-2,100138155,2023,F,2000-11-26,PUENTE PIEDRA,LIMA ,LIMA,Alumno,2000.0,9,9,SI,NO,Obstetricia,MARIA MONTESSORI,PRIV,1.0,0.0,0.0,1,23.0,Entre18y25
657,2023-2,100138156,2023,M,2000-03-10,LOS OLIVOS,LIMA ,LIMA,Alumno,2000.0,0,0,NO,NO,Derecho,SAN RAFAEL,PRIV,5.0,1.0,0.0,0,23.0,Entre18y25
658,2023-2,100138158,2023,F,2005-07-18,SAN MARTÍN DE PORRES,LIMA ,LIMA,Apoderado,2005.0,9,6,SI,NO,Medic Veterinaria y Zootecnia,2031 VIRGEN DE FATIMA,PRIV,5.0,2.0,0.0,1,18.0,MenosDe18
659,2023-2,100138172,2023,F,2007-04-01,LURIGANCHO,LIMA ,LIMA,Madre,2007.0,0,0,NO,NO,Ingeniería Ambiental,JOSEFA CARRILLO Y ALBORNOZ-LUR,PRIV,5.0,0.0,0.0,0,16.0,MenosDe18
660,2023-2,100138185,2023,M,1991-04-28,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,1991.0,18,18,SI,SI,Medic Veterinaria y Zootecnia,Contralmirante Lizardo Montero,PRIV,1.0,0.0,0.0,1,32.0,Mayor25
661,2023-2,100138191,2023,F,2005-05-01,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Apoderado,2005.0,6,6,SI,NO,Medic Veterinaria y Zootecnia,SACO OLIVEROS EL RETABLO,PRIV,5.0,1.0,0.0,0,18.0,MenosDe18
662,2023-2,100138222,2023,M,2005-09-28,BREÑA,LIMA ,LIMA,Padre,2005.0,6,0,NO,NO,Biología Marina,SAGRADO CORAZON MICHEL - BCA.,PUBL,5.0,1.0,0.0,0,18.0,MenosDe18
663,2023-2,100138225,2023,M,2005-12-09,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,2005.0,6,6,SI,NO,Adm. Negocios Internacionales,SACO OLIVEROS HELICOIDAL - SJM,PUBL,5.0,1.0,0.0,0,18.0,MenosDe18
664,2023-2,100138227,2023,M,2001-03-03,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Alumno,2001.0,0,0,NO,NO,Marketing y Administración,SACO OLIVEROS DE CANTA CALLAO,PRIV,5.0,0.0,0.0,0,22.0,Entre18y25
665,2023-2,100138228,2023,M,2006-05-28,SANTIAGO DE SURCO,LIMA ,LIMA,Madre,2006.0,2,0,NO,NO,Ing. Empresarial y de Sistemas,IE SANTO DOMINGO - CHORRILLOS,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
666,2023-2,100138257,2023,F,2006-02-09,COMAS,LIMA ,LIMA,Madre,2006.0,0,0,NO,NO,Derecho,SAN MARTIN DE PORRAS TAMBO,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
667,2023-2,100138268,2023,M,2005-07-19,RÍMAC,LIMA ,LIMA,Padre,2005.0,2,0,NO,NO,Ingeniería Civil,EL NIÑO JESUS DEL RIMAC,PRIV,5.0,0.0,0.0,1,18.0,MenosDe18
668,2023-2,100138270,2023,F,2006-05-09,PACHACAMAC,LIMA ,LIMA,Madre,2006.0,9,21,SI,NO,Psicología,SAN SALVADOR - PACHACAMAC,PRIV,3.0,2.0,1.0,1,17.0,MenosDe18
669,2023-2,100138272,2023,M,2006-01-01,EL AGUSTINO,LIMA ,LIMA,Padre,2006.0,12,18,SI,NO,Medic Veterinaria y Zootecnia,Señor De La Misericordia,PRIV,4.0,0.0,0.0,1,17.0,MenosDe18
670,2023-2,100138274,2023,F,2006-05-15,ATE,LIMA ,LIMA,Padre,2006.0,3,0,NO,NO,Enfermería,IE COLEGIO NACIONAL MIXTO HUAY,PRIV,5.0,1.0,0.0,0,17.0,MenosDe18
671,2023-2,100138278,2023,F,2001-02-23,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,2001.0,9,9,SI,NO,Enfermería,7069 CESAR VALLEJO - SJM,PRIV,5.0,0.0,0.0,0,22.0,Entre18y25
672,2023-2,100138282,2023,F,1999-07-02,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,1999.0,18,18,SI,SI,Ing. Económica y de Negocios,LEONARD EULER CHORRILLOS,PRIV,1.0,0.0,0.0,1,24.0,Entre18y25
673,2023-2,100138283,2023,F,2005-05-14,INDEPENDENCIA,PISCO ,ICA,Apoderado,2005.0,6,6,SI,NO,Psicología,22445 GERARDO R. MENDOZA ESCAT,PRIV,5.0,0.0,0.0,1,18.0,MenosDe18
674,2023-2,100138284,2023,M,2001-09-11,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,2001.0,12,6,SI,NO,Enfermería,ANTENOR ORREGO ESPINOZA,PUBL,3.0,0.0,0.0,1,22.0,Entre18y25
675,2023-2,100138287,2023,F,2002-08-10,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,2002.0,0,0,NO,NO,Artes Escénicas,GAKUSEI,PRIV,5.0,0.0,0.0,0,21.0,Entre18y25
676,2023-2,100138289,2023,F,2006-05-17,COMAS,LIMA ,LIMA,Madre,2006.0,3,0,SI,NO,Psicología,Trilce Comas,PRIV,5.0,1.0,0.0,0,17.0,MenosDe18
677,2023-2,100138320,2023,F,1996-11-01,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,1996.0,18,18,SI,SI,Obstetricia,6066-VES,PRIV,1.0,0.0,0.0,1,27.0,Mayor25
678,2023-2,100138332,2023,M,2005-01-27,HUARAL,HUARAL ,LIMA,Apoderado,2005.0,18,18,SI,SI,Nutrición y Dietética,CLAPER,PUBL,3.0,0.0,0.0,1,18.0,MenosDe18
679,2023-2,100138350,2023,F,2004-10-23,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,2004.0,3,0,SI,NO,Psicología,RAMON CASTILLA 7207 - SJM,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
680,2023-2,100138353,2023,F,2004-07-26,ATE,LIMA ,LIMA,Alumno,2004.0,0,0,NO,NO,Obstetricia,SAN ISIDRO PATRON DE VITARTE,PUBL,5.0,0.0,0.0,0,19.0,Entre18y25
681,2023-2,100138362,2023,M,2005-11-22,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Padre,2005.0,0,2,SI,NO,Adm. Negocios Internacionales,IE FEDERICO VILLARREAL,PUBL,5.0,1.0,0.0,1,18.0,MenosDe18
682,2023-2,100138377,2023,F,2004-10-26,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,2004.0,6,0,SI,NO,Psicología,IE 6024 JOSE MARIA ARGUEDAS,PUBL,5.0,0.0,0.0,0,19.0,Entre18y25
683,2023-2,100138395,2023,F,1987-03-20,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,1987.0,0,0,NO,NO,Enfermería,116 ABRAHAM VALDELOMAR,PUBL,6.0,1.0,0.0,1,36.0,Mayor25
684,2023-2,100138396,2023,F,2004-12-28,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,2004.0,0,0,NO,NO,Enfermería,APOSTOL SAN JUDAS TADEO SJL,PUBL,5.0,0.0,0.0,0,19.0,Entre18y25
685,2023-2,100138399,2023,M,2005-07-27,SURQUILLO,LIMA ,LIMA,Madre,2005.0,6,6,NO,NO,Farmacia y Bioquímica,7089 ROMEO LUNA VICTORIA,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
686,2023-2,100138401,2023,F,2006-05-15,COMAS,LIMA ,LIMA,Madre,2006.0,15,15,SI,SI,Medic Veterinaria y Zootecnia,IE SAN VICENTE,PUBL,2.0,0.0,0.0,1,17.0,MenosDe18
687,2023-2,100138405,2023,M,2006-04-21,LIMA,LIMA ,LIMA,Madre,2006.0,0,0,NO,NO,Medic Veterinaria y Zootecnia,0002 HERMANO ANSELMO MARIA - L,PRIV,3.0,1.0,0.0,0,17.0,MenosDe18
688,2023-2,100138408,2023,F,1992-12-11,LOS OLIVOS,LIMA ,LIMA,Alumno,1992.0,3,3,NO,NO,Estomatología,2070 NUESTRA SEÑORA DEL CARMEN,PRIV,5.0,0.0,0.0,0,31.0,Mayor25
689,2023-2,100138409,2023,M,2005-03-08,ATE,LIMA ,LIMA,Apoderado,2005.0,9,3,SI,NO,Medic Veterinaria y Zootecnia,Thales - Ate,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
690,2023-2,100138412,2023,M,2006-02-26,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Madre,2006.0,3,3,SI,NO,Psicología,ESCUELA DE TALENTOS 5143,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
691,2023-2,100138414,2023,F,2006-01-31,LURIN,LIMA ,LIMA,Madre,2006.0,6,3,NO,NO,Estomatología,SAN PEDRO SANTISIMA TRINIDA DE,PRIV,4.0,0.0,0.0,0,17.0,MenosDe18
692,2023-2,100138415,2023,F,2003-03-05,SAN BARTOLO,LIMA ,LIMA,Alumno,2003.0,9,3,SI,NO,Enfermería,CPED - 16802,PRIV,5.0,0.0,0.0,1,20.0,Entre18y25
693,2023-2,100138417,2023,M,2001-08-17,ATE,LIMA ,LIMA,Alumno,2001.0,3,3,NO,NO,Biología Marina,IE 1227 INDIRA GANDHI,PRIV,5.0,1.0,0.0,0,22.0,Entre18y25
694,2023-2,100138431,2023,F,1993-01-28,CHORRILLOS,LIMA ,LIMA,Alumno,1993.0,18,18,SI,SI,Farmacia y Bioquímica,EL SEMBRADOR - CHORRILLOS/LIMA,PRIV,1.0,0.0,0.0,1,30.0,Mayor25
695,2023-2,100138439,2023,M,2005-04-10,INDEPENDENCIA,LIMA ,LIMA,Apoderado,2005.0,12,18,SI,NO,Medic Veterinaria y Zootecnia,LIBERTADOR SAN MARTIN - INDEPE,PUBL,3.0,1.0,0.0,1,18.0,MenosDe18
696,2023-2,100138445,2023,M,2006-06-02,CHORRILLOS,LIMA ,LIMA,Padre,2006.0,9,12,SI,NO,Farmacia y Bioquímica,7077 LOS REYES ROJOS,PRIV,5.0,0.0,0.0,1,17.0,MenosDe18
697,2023-2,100138446,2023,F,2004-02-28,COMAS,LIMA ,LIMA,Alumno,2004.0,4,0,NO,NO,Derecho,TALENTUS -CALLAO,PUBL,5.0,2.0,0.0,0,19.0,Entre18y25
698,2023-2,100138452,2023,F,2004-04-14,EL AGUSTINO,LIMA ,LIMA,Alumno,2004.0,3,0,NO,NO,Enfermería,IE JOHANNES GUTENBERG,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
699,2023-2,100138454,2023,M,1981-08-27,ANCÓN,LIMA ,LIMA,Alumno,1981.0,12,3,SI,NO,Medic Veterinaria y Zootecnia,IE 6052 JOSE MARIA EGUREN,PUBL,5.0,0.0,0.0,1,42.0,Mayor25
700,2023-2,100138460,2023,F,2004-06-12,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,2004.0,3,3,SI,NO,Ing. Empresarial y de Sistemas,Contralmirante Lizardo Montero,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
